"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,93,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,88,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"CZE","Czechia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,96,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,95,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,97,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,95,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,90,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,96,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,97,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,91,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,90,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,78,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,91,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,81,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,96,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,94,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,92,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,95,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,94,,
"TUR","Türkiye","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,84,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,86,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,88,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,93,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,95,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,91,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,89,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,95,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,90,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","Units",,,91,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"CZE","Czechia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,42,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,55,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"TUR","Türkiye","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,42,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,57,,
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,48,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,84,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"CZE","Czechia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,87,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,75,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,87,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,74,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,61,,
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,74,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,42,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,52,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,60,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"TUR","Türkiye","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,45,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,53,,
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,67,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,87,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,87,,
"LVA","Latvia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,86,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"ZAF","South Africa","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,48,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,81,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"CZE","Czechia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,93,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,65,,
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,87,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,74,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,41,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,81,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,94,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,59,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,,
